customer_id,first_name,last_name,email,phone,created_at,marketing_opt_in,loyalty_tier,lifetime_value_bucket
f81df9c1-7b31-421c-b81f-e17f1822cae2,Mia,Hall,mia.hall945@quibly.co,(595)-879-3492,2025-08-16T22:49:55.389912,false,silver,medium
e866e3b4-0dff-4380-a401-c866c6758349,Liam,Lee,liam.lee905@quibly.co,(302)-738-8486,2023-01-20T15:15:55.389912,true,platinum,high
839bc31d-b037-4681-a4cc-e0c2354da621,Mason,Hall,mason.hall281@mailarrow.io,(838)-909-7512,2025-01-02T07:06:55.389912,true,silver,low
233e5313-9ebe-4cef-b955-47571d250bee,Lucas,Young,lucas.young509@onelane.com,(832)-270-4846,2024-02-04T12:51:55.389912,false,silver,medium
f6019276-4d8b-4946-adc5-ae1c62c32b22,Mia,Garcia,mia.garcia903@onelane.com,(654)-370-5906,2023-06-10T05:48:55.389912,true,platinum,high
8918c989-cb69-454b-8f25-6918fb376c20,Liam,Clark,liam.clark159@novaio.net,(743)-621-3950,2025-07-23T00:14:55.389912,true,gold,high
c254ad31-2466-487a-b102-3a413cd4d6d6,Isabella,Garcia,isabella.garcia944@novaio.net,(437)-672-5161,2023-09-22T13:53:55.389912,false,platinum,high
463dba71-bbaa-44ee-9a5b-1b703a15fd9c,Ethan,Nguyen,ethan.nguyen85@quibly.co,(553)-801-5901,2023-04-06T23:53:55.389912,false,platinum,high
80d0458f-42aa-4525-988a-f9b0d73a34c6,Ethan,Allen,ethan.allen119@novaio.net,(590)-785-6881,2024-03-06T03:12:55.389912,false,platinum,high
52d916eb-4e93-4b77-b67e-21df1790be37,Olivia,Nguyen,olivia.nguyen712@onelane.com,(820)-963-9138,2023-08-27T01:36:55.389912,false,gold,high
a8cf813a-de13-4362-964a-f3c54d3a8d3f,Mia,Lewis,mia.lewis704@novaio.net,(843)-299-1645,2024-08-22T13:24:55.389912,false,platinum,high
50594970-a634-45b0-84dd-46ff6cc6c340,James,Patel,james.patel312@mailarrow.io,(965)-625-3877,2023-10-28T10:28:55.389912,true,silver,medium
53e853eb-6cc6-4a7f-9d8f-2682f575659f,Mason,Lewis,mason.lewis178@mailarrow.io,(693)-502-6549,2022-11-22T16:38:55.389912,true,silver,medium
fa48c0f6-0448-48b1-805a-aaecae695144,James,Garcia,james.garcia700@quibly.co,(770)-574-2479,2025-01-30T01:41:55.389912,false,gold,high
4858a3b1-0ea2-4363-90c3-a09a1e919cc9,Ava,Wilson,ava.wilson698@mailarrow.io,(798)-590-7086,2025-03-05T19:13:55.389912,true,platinum,high
cade0cca-922b-471a-8661-149dc4d783f9,Mia,Torres,mia.torres345@novaio.net,(863)-264-8606,2025-09-23T13:40:55.389912,false,silver,medium
88ddce34-b82c-4330-8d9f-1d8a01938e22,Amelia,Robinson,amelia.robinson514@onelane.com,(299)-440-9807,2025-02-01T08:34:55.389912,true,bronze,low
782b6d46-9313-4ae0-a15e-68afb6e28430,Elijah,Allen,elijah.allen563@quibly.co,(801)-960-3531,2023-10-16T11:49:55.389912,false,silver,low
5fbd3e1e-0c38-49b1-b0ba-373cda520604,Sophia,Torres,sophia.torres232@quibly.co,(655)-441-6942,2023-08-02T01:34:55.389912,true,gold,high
18e093a9-5c73-4606-b33c-baa16bb12969,Harper,Lewis,harper.lewis135@quibly.co,(293)-878-4475,2025-07-12T21:19:55.389912,true,platinum,high
5034ab78-efa1-4697-a72d-353c2f738811,Liam,Clark,liam.clark80@novaio.net,(800)-421-4817,2024-07-04T04:46:55.389912,false,silver,low
df07f489-2aa7-4ae8-add5-b62fbf10ed67,Mason,Nguyen,mason.nguyen827@novaio.net,(312)-876-1422,2024-04-26T05:28:55.389912,true,platinum,high
f4d3dabe-95de-4330-b8a8-6731eefb1d22,Ava,Lewis,ava.lewis281@onelane.com,(329)-959-7897,2024-07-14T15:16:55.389912,true,platinum,high
efe5b67f-6b38-42ee-b7bf-3b0f76d473f9,Noah,Torres,noah.torres472@novaio.net,(829)-244-9543,2023-05-10T22:04:55.389912,false,platinum,high
f96064af-7575-4616-bced-e44b0b9926f1,James,Nguyen,james.nguyen712@onelane.com,(702)-929-8267,2025-07-12T17:42:55.389912,true,bronze,low
744f5434-c90d-42bf-ad66-48621e100f36,Noah,Clark,noah.clark658@mailarrow.io,(590)-811-9692,2025-01-15T07:28:55.389912,false,platinum,high
3e766532-2009-4bcc-bbbc-baf3a355ab54,James,Hall,james.hall676@novaio.net,(640)-662-4743,2025-04-24T11:29:55.389912,false,silver,medium
7eab5178-5a88-4772-9b0e-846b3abca4df,Lucas,Allen,lucas.allen447@mailarrow.io,(881)-461-7132,2023-08-20T19:50:55.389912,true,silver,medium
65337ee5-c3fd-4ce8-aa3e-c44118808ca1,Emma,Garcia,emma.garcia772@mailarrow.io,(333)-769-1982,2025-05-12T07:31:55.389912,false,platinum,high
d619a0e8-0d81-46ce-8883-2666f4d1b4a0,Sophia,Hall,sophia.hall947@onelane.com,(494)-814-6119,2023-11-20T11:48:55.389912,false,gold,high
47945c08-fefe-42d9-93be-cf42697114c1,Sophia,Brown,sophia.brown120@mailarrow.io,(769)-576-2882,2025-01-01T12:06:55.389912,false,bronze,low
025412f6-a081-4c92-be1e-0b971aa150b8,Mia,Hall,mia.hall720@mailarrow.io,(229)-384-5477,2025-09-21T13:37:55.389912,false,platinum,high
7d053c78-c604-43b4-ada7-571e43757f5e,Lucas,Lewis,lucas.lewis683@quibly.co,(271)-345-1502,2025-11-02T03:41:55.389912,true,gold,high
a59e71d8-d37a-49ff-891e-493a8736cc05,Logan,Young,logan.young329@mailarrow.io,(781)-810-2391,2023-07-08T19:15:55.389912,true,bronze,low
858e5286-3436-45d7-9c06-019d74ee50c5,Mason,Kim,mason.kim687@quibly.co,(697)-821-8242,2025-08-04T12:31:55.389912,false,bronze,low
36dc8b7a-9094-4ef9-8e6a-0ff003d4ee36,Ethan,Brown,ethan.brown300@quibly.co,(739)-883-6053,2022-12-31T06:14:55.389912,true,silver,medium
e4fb556b-55bd-47da-81b7-e08e46ac0d85,Mia,Young,mia.young226@novaio.net,(982)-461-5742,2025-07-25T09:23:55.389912,false,platinum,high
27e11e94-d34b-4c76-ade4-345990218341,Sophia,Nguyen,sophia.nguyen399@novaio.net,(712)-772-6802,2023-01-30T10:09:55.389912,true,bronze,low
3c2f8a93-f707-49d6-9f6d-2cc7b3dc74d0,Elijah,Patel,elijah.patel892@mailarrow.io,(789)-639-7626,2023-06-05T09:07:55.389912,false,gold,high
b1df08f6-751c-43a4-9c69-88c75e7b3885,Olivia,Robinson,olivia.robinson980@quibly.co,(906)-570-2443,2023-08-08T09:16:55.389912,false,gold,high
ea3569b3-476d-488b-8ced-6632c451c7bf,Sophia,Davis,sophia.davis415@mailarrow.io,(963)-547-4630,2023-06-05T15:11:55.389912,false,bronze,low
92c6a5a8-bafa-43a9-bde6-d6fb3ff36789,Isabella,Garcia,isabella.garcia208@mailarrow.io,(559)-944-3419,2023-01-03T13:29:55.389912,true,gold,high
e5d58986-e6c2-4114-8a9d-f3e276abb927,Sophia,Lee,sophia.lee788@onelane.com,(381)-843-9095,2024-06-08T03:25:55.389912,false,gold,high
1c287b86-3320-42b5-9202-5fa2ffecf4df,James,Clark,james.clark462@mailarrow.io,(481)-805-1920,2024-02-06T05:08:55.389912,false,platinum,high
fce7b766-0eae-4fda-a322-1930de6400b8,Noah,Martinez,noah.martinez861@mailarrow.io,(278)-860-2479,2023-04-13T19:34:55.389912,false,platinum,high
45900bca-4790-4419-940a-5d67e00c32d9,James,Patel,james.patel629@quibly.co,(713)-354-2013,2023-05-07T14:55:55.389912,false,silver,medium
ac70a674-5b07-48bc-9696-b01796b90025,Sophia,Clark,sophia.clark263@quibly.co,(649)-736-9564,2025-05-25T16:55:55.389912,true,platinum,high
353b71c5-3f67-4e69-b5e0-b746f30f7c91,Harper,Lewis,harper.lewis705@onelane.com,(846)-862-6482,2024-04-13T21:10:55.389912,true,platinum,high
b1c17cb3-97e5-4323-945a-ee61a29f68f0,Lucas,Robinson,lucas.robinson682@novaio.net,(541)-283-3317,2023-09-15T00:20:55.389912,false,gold,high
977accc5-01a2-4e1d-8383-136324c6b58f,Olivia,Young,olivia.young327@quibly.co,(858)-536-3093,2025-02-22T13:51:55.389912,true,gold,medium
8fefda58-093f-4505-8f1e-1662e27102c2,Amelia,Lewis,amelia.lewis229@mailarrow.io,(984)-697-4145,2025-10-07T22:17:55.389912,true,bronze,low
6a26991b-9aa0-4f2a-abe2-8f47f64e2509,Mason,Lee,mason.lee529@onelane.com,(877)-544-3147,2025-06-08T23:42:55.389912,false,platinum,high
6b5893c2-0280-4905-a4cb-6ccfb0e138db,Mason,Kim,mason.kim934@novaio.net,(938)-648-1715,2024-11-08T10:47:55.389912,false,silver,low
7f393095-7643-4bec-b35a-700b2f4cbcb6,Harper,Davis,harper.davis812@quibly.co,(439)-746-4918,2023-05-19T14:18:55.389912,false,platinum,high
0628bfc4-89e5-471c-a27e-68bb790ed5f6,Emma,Brown,emma.brown482@mailarrow.io,(591)-714-9641,2023-10-22T12:00:55.389912,false,platinum,high
3bb93afd-a229-41a5-8f39-9c11fa84d901,Isabella,Brown,isabella.brown905@mailarrow.io,(767)-305-9452,2025-02-04T01:33:55.389912,true,silver,medium
b8e3c336-f1fa-4f39-8ec2-c4c5c4844e76,Olivia,Garcia,olivia.garcia160@quibly.co,(293)-427-8391,2024-12-21T01:08:55.389912,false,gold,high
fd3d9f6a-a7b2-4623-87a7-f9ac7f2b4144,Ava,Hall,ava.hall405@onelane.com,(583)-429-1461,2025-07-27T21:04:55.389912,false,silver,medium
a78e04c7-e52b-4395-9b65-a8a955599b23,Sophia,Clark,sophia.clark859@quibly.co,(912)-342-8685,2025-01-19T05:34:55.389912,false,gold,high
77b2f3c0-f164-4c00-9129-0c1b29977119,Ava,Garcia,ava.garcia571@quibly.co,(313)-495-4893,2025-10-07T01:23:55.389912,false,silver,medium
05c84997-3a98-4215-a8b6-a729681bcd02,Sophia,Patel,sophia.patel478@onelane.com,(313)-711-9782,2024-07-13T19:56:55.389912,true,gold,high
9a2c1467-c575-400f-9b3c-573a7f745030,Mia,Lee,mia.lee256@quibly.co,(391)-880-2402,2024-03-27T20:36:55.389912,false,platinum,high
6dabc078-a469-47ca-98b0-c2c1b85a1153,Noah,Nguyen,noah.nguyen392@mailarrow.io,(965)-216-6850,2023-09-06T18:34:55.389912,true,gold,high
c7d12f10-b9d4-4b7f-90d5-f20d1e62be58,Harper,Davis,harper.davis146@onelane.com,(560)-759-6546,2025-04-15T14:49:55.389912,true,silver,low
f05f9601-cd0d-4242-b371-54381aea4f4d,James,Torres,james.torres976@quibly.co,(237)-500-4302,2024-11-06T05:32:55.389912,true,platinum,high
2aa1b442-b29b-4447-be8a-8046f23ca9f3,Logan,Patel,logan.patel844@quibly.co,(459)-237-4131,2024-02-07T00:04:55.389912,false,silver,medium
c2787517-2918-4bc2-a729-39af1bc21270,Harper,Patel,harper.patel457@quibly.co,(961)-650-7334,2024-01-05T01:29:55.389912,false,silver,medium
2b0fa80d-fd8d-4181-b04a-ba4e99aead79,Isabella,Torres,isabella.torres283@onelane.com,(944)-634-2293,2023-01-30T21:37:55.389912,false,gold,high
af428803-9534-4c32-9ede-cbcfe3914658,Isabella,Martinez,isabella.martinez312@mailarrow.io,(656)-817-7981,2024-01-27T06:31:55.389912,true,bronze,low
be5261a4-0b26-4613-b64c-d108c0c93c96,James,Lewis,james.lewis371@quibly.co,(481)-854-1939,2023-05-14T07:50:55.389912,true,gold,high
e82b06ba-0146-4eaf-acf7-fa682bf38a05,Elijah,Lewis,elijah.lewis41@novaio.net,(822)-894-8179,2022-12-29T09:53:55.389912,true,bronze,medium
63ad39bd-20f8-44e6-a9e9-41bbb7e95ece,Mason,Garcia,mason.garcia982@onelane.com,(819)-357-8371,2024-07-18T13:13:55.389912,false,platinum,high
4efadd88-e18c-40f5-af81-979f0e55e876,Harper,Allen,harper.allen417@mailarrow.io,(865)-485-5089,2025-06-09T15:28:55.389912,true,platinum,high
ed6dcaaa-0323-462b-a2ca-6bdb746b6b94,Ava,Kim,ava.kim130@mailarrow.io,(466)-920-8311,2023-01-26T17:12:55.389912,true,gold,high
bb0be4d9-89a1-466f-8e03-a4b9c633214c,Olivia,Torres,olivia.torres472@novaio.net,(930)-655-2438,2024-10-01T06:28:55.389912,false,gold,high
322e99e4-069b-42a0-a285-69f2dce503f8,Harper,Garcia,harper.garcia736@novaio.net,(570)-720-4673,2024-03-29T23:42:55.389912,true,bronze,medium
33bd5479-34d6-4f5e-9fa0-dfec4658a93a,Logan,Lee,logan.lee596@mailarrow.io,(678)-764-3126,2024-07-17T18:35:55.389912,true,gold,high
8a107efb-626f-4828-8e99-6b22047f0df6,Noah,Martinez,noah.martinez430@quibly.co,(788)-275-3053,2023-08-21T10:50:55.389912,false,gold,high
90597bc3-ecba-4b40-abaf-d8c8733e9a0c,Noah,Allen,noah.allen909@novaio.net,(986)-332-8088,2023-04-04T12:03:55.389912,true,platinum,high
eaffecf8-260c-4129-ad76-1f8b4b574e30,Sophia,Lee,sophia.lee736@novaio.net,(554)-731-5653,2024-03-02T04:26:55.389912,true,platinum,high
b445a48a-0c63-49bd-b527-2088d308a8d3,Ethan,Brown,ethan.brown556@onelane.com,(714)-856-3762,2024-05-01T04:56:55.389912,true,silver,medium
dbd55251-a648-486b-bccf-2ea3f04a2d2e,Isabella,Clark,isabella.clark666@mailarrow.io,(866)-415-7825,2025-08-22T09:31:55.389912,true,bronze,low
b922cd35-2d0b-45ba-8180-968f9821505a,Emma,Martinez,emma.martinez711@quibly.co,(504)-664-2195,2024-03-05T18:21:55.389912,true,platinum,high
dfbb21cc-c86b-4440-87fb-f9312a5e9ed8,Isabella,Allen,isabella.allen631@novaio.net,(520)-935-6231,2023-07-16T18:07:55.389912,false,platinum,high
